Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
16909,1,0.43688072110070947,24,0,0.8264684423338633,74786.30720046682,6,1,0,0,2.0
16910,0,0.08072063485937905,40,0,0.7129934789088682,123677.14758901775,3,0,0,0,2.0
16911,0,0.12788005261073201,25,1,0.2607588483352438,83639.03204555651,4,0,1,0,1.0
16912,0,0.10045898476526287,35,0,0.44875096164887873,135111.2874145766,10,0,2,0,1.0
16913,1,0.007734305868875734,21,98,0.8675751711766215,87089.4524020765,5,98,1,98,0.0
16914,0,0.3703612935529197,55,0,0.05278638915259738,85599.67662434992,10,0,2,0,0.0
16915,1,0.11580940100376556,47,0,0.226878494892634,61843.78076791502,7,1,0,1,2.0
16916,0,0.12642281593951596,26,0,0.25405531103564205,185799.54439237475,4,0,0,0,
16917,0,0.34478398447280395,21,1,0.2557427321077677,36595.612563224524,6,0,1,0,2.0
16918,0,0.18579802434849138,31,0,0.6182528039612711,100279.91051221415,4,0,0,0,1.0
16919,0,0.2853181523852548,49,1,0.6088847768232152,76887.01195978017,8,1,0,0,1.0
16920,0,0.5826033990043563,54,1,0.8045426020082344,130609.21190893973,6,1,1,0,2.0
16921,0,0.06077982696156829,39,1,0.15767795168959475,83997.62716277661,3,0,0,1,2.0
16922,1,0.18890032768341186,35,1,0.28315845490069375,85370.3421708503,6,1,0,0,1.0
16923,0,0.9763129984754777,35,0,0.7711872415515859,73375.70811613757,3,0,1,0,0.0
16924,0,0.09889165483679112,45,1,1.0053394830953657,182826.1576759626,6,1,0,0,1.0
16925,0,0.0773819122312135,52,1,0.3740705565564149,,6,0,0,0,2.0
16926,1,0.3685763250918713,40,0,0.7762262193346643,251025.08827038927,4,0,0,2,0.0
16927,0,0.2623311563533147,37,0,0.2928923906393759,98689.70311419056,3,0,0,0,0.0
16928,1,0.4315939338175647,51,0,0.21743332525692247,85988.41977917809,5,0,0,0,0.0
16929,0,0.9795827066150093,59,0,0.38293230540409273,78438.50116474136,3,0,0,0,5.0
16930,0,0.679706627950024,38,1,0.5421921565015417,,3,0,0,0,0.0
16931,1,0.5513866844871196,43,1,1.2198522608608515,61474.863391429935,8,1,2,0,2.0
16932,1,0.7296605310189563,32,0,0.8366294087772093,92056.54800806951,2,0,1,0,5.0
16933,1,0.3241909424967012,42,0,0.3772662090869479,,3,0,2,0,1.0
16934,1,0.6487971825751336,30,1,0.516800100012363,101608.88230792657,5,0,0,0,1.0
16935,0,0.5139205127714599,59,0,0.35462705591610966,,5,0,1,0,1.0
16936,0,0.001035520408860151,52,1,0.18394303333516504,105989.69846734237,7,0,0,0,3.0
16937,1,0.10968476097623586,62,0,1.3376519208804112,,1,1,1,0,0.0
16938,0,0.6325973254045228,35,0,0.08036201979260446,201373.95291572847,5,0,0,0,2.0
16939,0,0.7358357361200605,66,1,0.2606540817506463,107195.85372156667,3,0,0,0,1.0
16940,1,0.039605140208092866,44,1,0.735414144597216,356215.9612378868,5,0,1,1,1.0
16941,0,0.03588758524664853,40,0,0.22802780594592892,87327.28838476942,6,0,2,0,0.0
16942,0,0.059795951209173276,57,0,0.3157123278097465,143976.05944040418,4,0,1,0,1.0
16943,0,1.0298590810621118,29,0,0.14238464344643212,56992.384657662245,6,0,0,0,0.0
16944,0,1.1773054594456427,42,0,1.0887583857438423,183585.19018253172,0,0,1,0,2.0
16945,0,0.2393000875441493,40,0,0.7091686437395706,57678.73467706024,4,0,0,0,3.0
16946,0,0.5888200467527424,47,0,0.6410832779159076,109177.78743950783,6,1,1,0,1.0
16947,0,0.08034671705420651,36,0,0.526378979661165,,6,1,0,1,1.0
16948,1,0.48145107263199194,35,1,0.3773714424353347,108945.63642650885,6,0,0,0,1.0
16949,0,0.6452088216275375,37,0,0.5152424312944125,74672.11958962475,6,0,0,0,2.0
16950,1,0.573360588258699,38,0,0.11582008531792937,55045.25303357486,5,0,0,0,3.0
16951,0,0.23510181965302154,42,0,0.4411255820362973,,4,0,1,0,1.0
16952,0,0.03066471362858142,57,0,0.3827948949978328,198365.99605220312,2,0,0,0,2.0
16953,0,0.10023152467161002,21,0,0.2473314576507428,109864.37699541573,5,0,0,0,0.0
16954,0,0.4512742174896478,51,0,0.6975409639799077,41820.10499274856,8,0,1,0,1.0
16955,0,0.24840839740076273,36,1,0.28825183522472425,155198.54096401873,7,0,1,0,1.0
16956,0,0.10496562786886296,39,0,0.11028202215663215,52034.758180805926,7,0,1,0,0.0
16957,0,0.1827222517678655,28,0,1.0565386602484963,127880.00067241932,12,0,0,0,3.0
16958,0,0.7220076027897857,42,0,0.5508784846285308,115178.78256731994,8,0,1,0,1.0
16959,1,0.41732969999987374,37,0,0.6111115529792244,119249.20671439171,3,0,1,1,3.0
16960,0,0.7849849023301076,39,0,0.24454839549624818,235450.04372796582,5,0,1,0,1.0
16961,0,0.09803813719749047,48,0,0.6552374932553415,53865.60846116221,3,0,0,0,1.0
16962,0,0.1310510362266143,49,1,0.5722390524618297,118887.99694450117,3,0,1,0,1.0
16963,1,0.9543502182983183,59,0,0.5255696782646546,169867.45523471961,3,0,0,1,1.0
16964,1,0.690600194772446,34,1,0.23314623640819432,59644.78899964112,9,0,2,0,0.0
16965,0,0.1709032596159224,50,1,0.20072608917593035,56378.069922860115,1,0,1,1,1.0
16966,1,0.5389761115605407,49,0,0.31850586402870423,,8,0,0,0,0.0
16967,0,0.2668473477691928,43,0,0.47453139192363447,101580.12447081448,11,0,0,0,0.0
16968,0,0.6453786104339984,62,1,0.3146236819304439,39114.0903991641,4,0,2,0,1.0
16969,0,0.5631722639173793,34,0,0.30713873008771614,115067.14367062748,1,0,1,1,2.0
16970,0,0.00519117585925816,43,0,0.9858743531770148,39159.06782277906,2,0,1,0,3.0
16971,0,0.09379974117112076,45,0,1.4459215749777632,173049.32599416378,7,0,1,1,0.0
16972,1,0.21626459745057003,27,0,0.12411170173001336,112709.81157309478,6,1,0,0,1.0
16973,0,0.21154202214141432,57,0,0.6048572626015637,243342.92212533153,6,0,0,0,4.0
16974,0,0.12925768035570154,40,0,0.5168548301815105,122740.91961964233,6,0,1,0,0.0
16975,0,0.43952487081144714,47,0,0.29100913804674655,71853.29514359366,2,0,2,0,1.0
16976,1,0.6469192464033224,60,1,1.392831388675229,54760.673345579555,2,0,1,1,0.0
16977,0,0.06175358246271733,44,1,0.5219508534012846,96895.66712267335,9,0,2,0,2.0
16978,0,0.4790734788166665,42,0,0.5533495365295135,83563.50630686959,4,0,1,0,5.0
16979,0,0.46059103729600037,42,0,0.5177709388037478,163142.03311684733,3,0,0,0,2.0
16980,1,0.7175983083589492,29,0,0.3262604265567444,50983.61833575022,8,2,0,0,3.0
16981,0,0.25962096853837324,37,0,0.4622638481325052,258201.63773135113,8,1,0,0,2.0
16982,1,0.007540854631226667,40,1,1.351280946230266,171292.40020958506,4,0,0,0,2.0
16983,1,0.5641708479208702,43,2,0.24528426315252025,75967.58410590743,7,0,2,1,1.0
16984,0,0.3080546692445001,58,0,2.1142916049582943,228388.06342826565,2,0,1,0,2.0
16985,1,0.43891365215042566,53,0,0.22728115468356572,55230.99331072122,6,0,1,0,0.0
16986,1,0.33294893113674845,34,1,0.42668663427642123,95137.10916432012,7,0,0,0,0.0
16987,0,0.1629287915955036,41,0,0.31078852027730897,42105.80607310302,5,0,1,0,2.0
16988,0,0.7855776775374083,58,0,0.32349052163153064,234594.34052256166,3,0,2,1,3.0
16989,1,0.42213564328992514,21,0,0.40486133963064563,34335.57448946587,4,1,2,0,2.0
16990,1,0.7937248106604401,39,1,0.1813925689091879,38474.734844631144,4,0,0,0,0.0
16991,0,0.12255390374546608,26,0,0.4465025173882133,59928.51960729461,4,0,1,0,3.0
16992,0,1.0086790204596803,71,0,0.6872661925508136,175830.90076767016,3,0,1,0,1.0
16993,0,0.3535519006502888,51,0,0.45230132965683395,143654.25539777786,1,1,1,0,0.0
16994,0,0.0378298078419951,36,0,0.543792807839949,90864.78901268242,8,0,2,0,2.0
16995,0,0.1019918616980594,41,0,0.06484340202752964,148807.5911900493,3,0,0,0,0.0
16996,0,0.17665381765614407,32,0,1.0381035240722523,79739.66752265173,9,0,1,0,0.0
16997,0,0.06723948962861641,65,2,0.27242283074014845,,5,0,0,0,2.0
16998,0,0.5643461495533811,21,0,0.9580973923538546,210754.52395468473,6,0,0,0,4.0
16999,1,0.4809481058315581,45,2,0.6153730650249524,74188.14308864826,5,0,0,0,1.0
17000,0,0.2528904829529723,41,0,0.37791445077419844,55742.32761385595,4,0,0,1,0.0
17001,0,0.44348717942945337,29,0,0.15430721001975484,110051.57988091258,3,0,0,0,0.0
17002,0,0.32666996154164174,38,1,0.13180932740439052,127663.20562246027,5,0,1,0,1.0
17003,0,0.4035565516414784,22,0,0.4436111098890943,,8,0,0,0,0.0
17004,0,0.572599218094242,60,1,0.21498098100166035,147540.75512640993,3,0,0,0,2.0
17005,0,0.1583665568296161,42,0,0.28741313177927114,76062.25852793522,5,0,1,1,2.0
17006,0,0.5567238449180953,52,0,0.5852865005289765,91139.83963503184,3,0,0,0,2.0
17007,0,0.22353766686134494,36,1,2.5834296391234113,104403.26056515504,3,0,0,0,1.0
17008,0,0.10345023616188373,58,2,0.5087731288653682,99513.49786896136,7,0,0,0,0.0
17009,1,0.3052108229198353,42,0,0.862102388884644,206343.88406815717,5,1,2,0,4.0
17010,1,0.6737680759038002,54,1,0.3902283717922472,104115.47904029618,5,0,1,1,3.0
17011,0,0.5484756604798746,48,0,0.15812713908836057,,7,0,1,0,1.0
17012,0,0.23820211420665147,41,1,0.27797590435071023,113594.45083811655,2,0,0,0,0.0
17013,0,0.6066024105951634,53,0,0.32943812881209406,147985.26132547169,9,0,0,0,4.0
17014,0,0.5132654075836568,75,0,0.8225793223804011,130070.18818249211,5,0,0,0,1.0
17015,0,0.9238150597032169,28,0,0.29648241335382486,126164.78691695615,7,0,0,0,3.0
17016,0,0.12956497360875274,40,0,0.17462634808447927,37274.78684107453,2,0,0,0,0.0
17017,0,0.32956385900915847,26,0,0.5007019771797903,25000.0,5,0,1,1,1.0
17018,0,0.5283114207454854,46,0,0.7849487926626735,,7,0,0,0,1.0
17019,0,0.6470479747265863,44,0,0.16882803016319475,108160.50880060939,9,0,0,0,1.0
17020,0,0.2994506720921614,65,2,0.6882915183952334,,2,0,0,0,
17021,0,0.597959272751058,38,0,0.5079294724334359,124476.49293331213,4,0,0,1,4.0
17022,0,0.05125678409985799,53,0,0.484313388548847,245246.83315346116,5,0,0,0,0.0
17023,0,0.38124947540973314,21,2,0.38360886867400845,184876.2832592518,5,0,0,0,3.0
17024,0,0.17834583391897157,43,0,0.22403850354934005,144238.19083266385,8,0,0,0,1.0
17025,0,0.1762394855550384,31,0,0.37040315733256557,52171.982806817905,8,0,2,0,2.0
17026,1,0.7311246775107473,49,1,0.18314774168997736,56036.86509327902,7,0,2,0,0.0
17027,1,0.011358195250640466,55,0,1.2556212974535144,,10,0,0,0,0.0
17028,1,0.48662810617547336,34,1,1.201810254560446,120382.8561137778,7,0,0,1,1.0
17029,1,0.4963972738613071,48,0,0.33406529249106676,156333.2082422247,9,0,0,0,2.0
17030,1,0.40845116540507775,37,0,1.5487566262791252,163504.8488419409,11,0,2,0,3.0
17031,0,0.11576330977316451,42,0,1.4046515353750406,123190.44363831909,5,0,1,0,5.0
17032,0,0.4938138433866885,46,0,0.12384780832443826,,4,0,1,0,3.0
17033,1,0.3785133576715302,29,0,0.47649665334225466,62295.68220976474,7,0,1,0,3.0
17034,0,0.10446703876191885,30,0,0.2589850694851823,53962.754826978606,5,0,0,1,0.0
17035,1,0.014898711190582736,52,0,0.7455797479264537,,4,0,0,0,1.0
17036,0,0.31113054781681937,33,0,0.24405458263910906,49622.29761356872,5,0,2,0,2.0
17037,0,0.2086351062102475,57,1,0.5813836198642117,,12,0,1,0,1.0
17038,1,0.7804662568882905,21,0,0.476661764973721,41510.249258619675,1,0,0,0,0.0
17039,0,0.24096374609070081,53,0,1.0326204921390463,76238.41112790453,8,0,0,0,0.0
17040,0,0.21809077479064007,42,2,0.39965411328326444,29292.297386549424,8,0,0,0,1.0
17041,0,0.4678313933040892,40,0,1.1913681822437445,100017.97248922904,10,0,1,1,3.0
17042,1,1.8847798051940952,43,1,0.29636727355933007,84854.1313597819,6,0,0,1,0.0
17043,0,0.20055588994184412,24,0,0.15052001220240305,69826.25090407614,5,0,2,0,0.0
17044,0,0.09193416332787772,55,0,0.250084251472417,50866.97667548218,6,0,1,0,4.0
17045,0,0.4785067995773276,36,0,0.2960482563447148,85080.57346316968,8,0,2,0,0.0
17046,0,0.13741635969483776,31,2,1.3666844250548373,62978.36353868501,3,0,0,1,0.0
17047,0,0.3872906892683175,67,1,0.29012742444768874,78804.28565472264,2,0,0,1,1.0
17048,0,0.009670062556515525,37,0,0.26896224365021615,249343.4397079051,3,0,1,0,2.0
17049,0,0.10900865312069731,31,0,0.43331665886224036,93404.74899926886,7,0,0,0,5.0
17050,0,0.1174801241032751,51,0,0.3185251350158037,113900.09282289332,2,0,1,0,1.0
17051,1,0.17139396397385884,45,0,0.5380318454373845,65811.13799146029,8,0,0,0,0.0
17052,0,0.14253320923085394,54,0,0.6812342480755271,55191.29219213708,3,0,0,1,1.0
17053,0,0.2405364864604927,43,1,0.5774249253315437,83899.35943835793,4,0,0,0,1.0
17054,0,0.24191144099514506,53,0,1.5997140361884157,336771.28610011376,3,0,1,0,0.0
17055,0,0.13714191321544106,66,2,0.1765987425474836,72541.54910616783,7,0,0,0,2.0
17056,0,0.42365919571373334,32,0,0.4729915587343162,103651.62462145621,4,0,1,0,0.0
17057,1,0.5559400500865728,36,0,0.19639432680662902,,3,1,0,1,4.0
17058,0,0.1394900416423364,22,0,0.33236309298852407,25000.0,3,0,0,0,0.0
17059,1,0.12721268751578257,46,0,0.4987789604155058,55027.74367228766,6,0,0,0,2.0
17060,0,0.18981842687503978,43,0,0.18982276788718971,,7,0,0,0,2.0
17061,1,0.8131368557225235,57,0,0.42280680701187245,117884.97761720509,11,0,0,1,1.0
17062,1,0.5320514919564403,41,0,1.649246402797145,209506.1368131268,3,0,0,0,0.0
17063,0,0.12618667917466278,40,0,0.6047781499795652,70175.37680969722,8,0,0,0,1.0
17064,0,0.9155659011180861,44,0,0.9197504259713947,25000.0,5,0,1,0,2.0
17065,0,0.38601345518036306,39,1,0.27007870990292737,46175.75002791913,6,0,1,0,1.0
17066,0,0.47235000038158825,46,0,0.4221650536999986,105700.36431850513,6,0,1,0,1.0
17067,0,0.013126497917839432,44,0,0.0976309425380187,96827.62584557019,10,0,0,0,1.0
17068,0,0.41301540632280204,48,0,0.23652378042385833,,7,0,2,0,2.0
17069,0,0.4769950728594939,39,0,0.465306788528841,63472.56492907819,7,0,0,0,3.0
17070,0,0.04710406381982864,48,1,0.5625261603435895,142463.8593235113,9,0,2,0,3.0
17071,1,0.7643799333703194,49,2,1.5479788407637436,64489.60514796642,0,0,0,0,0.0
17072,0,0.5232388730319018,38,0,0.586444662759067,100639.41695946989,5,0,2,1,2.0
17073,0,0.3873672886116228,41,1,0.4321217743633026,94601.67781474379,4,0,1,0,2.0
17074,0,0.16689897292025238,39,0,0.317809693075942,69377.9002895776,9,0,1,0,
17075,0,0.5963640721040828,27,0,0.2852915637689526,52328.01529480634,8,0,0,0,1.0
17076,1,0.7973341916644768,36,0,0.25082681145374125,67169.0901241275,7,0,2,0,3.0
17077,1,0.4123091900094748,51,1,0.6324769852498879,238110.94047224143,6,0,2,0,0.0
17078,0,0.04370151711048425,52,0,0.31053674323579566,156662.0669661194,8,0,0,0,1.0
17079,0,0.18504167209142808,46,1,0.581448565189662,148927.33809739735,4,0,1,1,1.0
17080,0,0.025909270717665613,29,1,0.16993439086903925,55129.760167938104,8,0,0,0,0.0
17081,0,0.3126110338475426,53,0,0.4080781707622648,38533.023269020385,3,0,1,0,1.0
17082,0,0.07035968014616552,64,1,0.21508401040236522,155293.44795829855,4,0,0,0,1.0
17083,0,0.061069368930034784,49,0,0.4161293100532851,139751.6214210657,4,0,0,1,3.0
17084,0,0.5409486603765848,41,1,0.20568817290695843,91627.5195376495,9,0,1,0,1.0
17085,0,0.12174332390409812,31,1,0.37423526436803756,69300.19935220809,7,0,1,1,0.0
17086,1,0.2684205816695923,41,0,0.0873318366581175,37980.58701598963,2,0,1,1,1.0
17087,1,0.8729104695726582,36,0,0.7448070016469612,136908.79379814456,8,1,0,0,0.0
17088,0,0.19340917470234745,39,0,0.8448973006506554,163141.68139095593,6,0,1,0,0.0
17089,0,0.1987805706682409,57,0,0.4839818074835212,58483.454510141346,5,0,1,0,1.0
17090,1,0.43898654922441377,52,2,0.7872319226413355,55858.12202362191,4,0,0,0,1.0
17091,0,0.5794525001167803,37,0,0.30453321144027373,168145.34930207318,2,0,0,0,1.0
17092,1,0.1731289055944393,43,0,0.43685364223503076,59693.268967347525,1,0,1,0,1.0
17093,0,0.2861194728311994,41,0,0.3946108197935621,226043.58515330835,10,0,1,0,0.0
17094,0,0.5787520137014355,36,0,1.0531017591261218,80019.1718583113,3,0,0,0,0.0
17095,1,0.11034353266687427,25,0,0.4285497974033587,68692.20869482784,6,0,0,0,2.0
17096,1,0.6892345958285638,51,2,0.13753480624827696,87099.75941504432,4,0,0,0,2.0
17097,0,0.08139229972672464,56,0,0.0905417457762428,68689.56305687173,3,0,0,0,0.0
17098,0,0.34567930732473107,34,0,0.5722326532244854,157852.5758970454,7,0,0,1,0.0
17099,0,0.6727222849271407,34,0,0.873357260106272,138302.08269109426,8,0,0,1,2.0
17100,1,0.3070038398537342,52,3,0.09577170626935806,154578.67376371607,6,0,1,0,2.0
17101,0,0.9181932522505977,34,0,0.7738027232017204,94040.97376363704,3,0,0,0,1.0
17102,1,0.597961529154084,25,1,0.42785618168305706,66105.35432283748,4,0,0,0,1.0
17103,1,0.05502682722668172,36,0,0.432228877848776,84542.93543142328,7,3,0,0,0.0
17104,0,0.4050468874149058,58,0,0.2296606009350285,67229.45605591922,4,0,0,0,3.0
17105,1,0.6771426364381693,35,1,0.23588751664761812,190351.58380233988,1,0,0,0,1.0
17106,0,0.10913554401274718,34,0,0.10168263070252688,147450.9044383382,3,0,1,0,0.0
17107,0,0.1928380532050046,36,1,0.6795080959158822,80794.34975009019,7,0,0,0,1.0
17108,0,0.30364945299504187,28,0,0.5436720322852907,51043.76973705059,2,0,1,0,0.0
17109,0,0.614278920441377,26,0,0.4717191958845388,198285.22997712184,4,0,0,0,0.0
17110,1,0.5223103700702555,38,0,0.557667977238946,91599.05871289872,3,1,1,0,1.0
17111,0,0.16378685664038675,25,0,0.23320038723300032,79095.23382566041,5,0,0,0,0.0
17112,0,0.20114872327168082,37,0,0.6948076064878305,199248.6847935389,4,0,0,0,0.0
17113,1,0.4449175470407403,45,0,0.22211298884078592,64185.21406522901,5,0,0,0,1.0
17114,0,0.19258366783296793,46,0,0.4392281010709018,71295.62216227768,3,0,0,0,2.0
17115,0,0.9261006064883599,40,0,0.22911156236539165,74838.11390648368,2,0,0,0,1.0
17116,0,0.06603467730617045,27,0,0.3903059422468316,41187.37085070562,4,0,2,0,5.0
17117,0,0.26405489048000214,37,0,0.7305248029539925,,6,1,0,0,0.0
17118,0,0.5781092616254201,46,0,0.15468720105512554,,6,0,0,0,1.0
17119,0,0.005113130914038527,49,0,0.8862565603059335,62075.27541823089,3,0,0,0,1.0
17120,1,0.7473078767966492,38,0,0.5632324185688165,57673.92744455831,9,0,1,0,0.0
17121,0,0.4447727675382256,33,0,0.3250506876572601,61519.61759307189,6,0,0,0,0.0
17122,0,0.15366539676494662,42,1,0.35128698637038575,53562.10200270678,2,0,1,0,0.0
17123,0,0.6494841440650762,37,0,0.3427273025610174,97340.24474261413,8,0,1,0,2.0
17124,1,1.8766592181749082,29,0,0.4187748463808764,77996.85615332719,7,0,1,0,2.0
17125,0,0.549897794392096,45,0,0.5287327907136846,87238.80095541182,1,0,1,0,2.0
17126,0,0.447638041443721,42,1,0.7336320541112474,,6,1,0,0,
17127,1,0.5433640633516816,28,2,0.33187776401011315,77998.22510864364,7,0,0,0,2.0
17128,1,0.6575492312987017,34,0,0.6291668357125316,118506.2750578515,4,0,0,0,1.0
17129,0,0.8903155753586296,39,0,0.11631114462986233,126160.76427932607,7,0,0,0,4.0
17130,0,0.13022061486737585,23,0,0.17761546135100315,82078.29244145182,4,0,0,0,0.0
17131,0,0.18532991473533222,33,0,0.7444720109144778,98773.98332108922,2,0,0,0,4.0
17132,0,0.40605980276768977,49,0,0.4165882163888163,85938.225126609,3,0,1,0,4.0
17133,0,0.16519314835740082,36,1,0.1863764714861469,94978.62237620912,8,0,1,0,4.0
17134,0,0.5200034873715125,32,0,0.8638019975110974,61538.34564133972,6,1,1,0,3.0
17135,0,0.17824784097291613,54,0,0.42796920246075354,64743.188669244686,5,1,0,1,1.0
17136,0,0.08453038375180096,46,0,0.6444363619008368,85759.93679499438,6,0,1,1,3.0
17137,1,0.5556969359269037,50,0,1.2409873845066368,,6,0,0,0,0.0
17138,0,0.191098029076857,32,1,0.6084701886284761,193462.7050993613,3,0,1,0,1.0
17139,0,0.43793887728021125,38,0,0.8324751980537723,278861.8870939759,7,0,0,0,5.0
17140,0,0.7530604273764931,41,0,0.7326178324459311,93310.94063770634,4,0,0,0,0.0
17141,0,0.6992511288269013,44,2,0.366673211445833,122517.36419939785,5,0,1,0,1.0
17142,0,0.2762406676129204,69,0,0.8519954036871226,153980.57214389194,4,0,1,2,2.0
17143,0,0.40422613751145187,43,0,0.6308552853946272,41004.27642237211,7,0,0,0,2.0
17144,0,0.2912705922579786,55,1,0.5478841257587221,141570.46668880698,1,0,1,0,1.0
17145,1,0.07558757255110772,69,1,1.2909988808965998,67201.98824556821,5,0,0,0,3.0
17146,0,0.21492757469762813,62,0,0.23950850307655244,299508.5747663028,3,0,0,0,1.0
17147,0,0.43740003300329733,43,0,0.20730575241640864,76608.03428845167,5,0,0,0,2.0
17148,0,0.5136439218643201,55,0,0.384101044799106,140014.35369718214,4,0,2,0,3.0
17149,0,0.0059989610308482265,43,0,0.19813193121331366,77024.04218752969,4,0,0,1,1.0
17150,0,0.7352532557035061,41,0,0.32370175331088846,284412.5249874489,3,0,1,1,0.0
17151,0,0.26294248589734287,52,0,0.3634637036344134,64100.495989760675,4,1,0,0,3.0
17152,1,0.9197548004480903,52,1,2.363345234678468,161264.12585618428,4,0,0,1,1.0
17153,0,0.34380846299339707,48,0,0.7919814381047144,119931.11740774325,4,1,0,0,4.0
17154,0,0.07434106395680923,39,0,0.08592621617691625,106124.74055670355,3,0,0,1,2.0
17155,0,0.9564831156430307,36,3,0.07118155165885937,96370.37022816302,2,0,0,1,0.0
17156,1,0.7762759051989309,27,0,0.41892192200935124,58873.30936671309,2,0,0,0,1.0
17157,0,0.3057253719334633,43,0,0.39159680885214815,25000.0,7,0,0,0,2.0
17158,0,0.7966354116878779,44,0,0.512884806229886,153417.10378614813,8,0,0,0,1.0
17159,0,0.30386795951847984,51,0,0.33374053438786294,64934.76888158087,2,0,1,0,3.0
17160,1,0.22597524844087347,24,1,0.4284524737696971,161664.7586513256,3,0,1,0,3.0
17161,1,0.39943087478141803,43,0,0.3822168139478147,103097.84547464937,4,0,1,0,1.0
17162,0,0.20031877834981562,39,0,0.7732341386608097,164413.72270480116,2,0,2,0,3.0
17163,0,0.04931833995954191,41,0,0.30308767825982397,132063.86179613994,1,0,0,0,0.0
17164,0,0.2777984331835302,56,0,0.7953312637928804,25000.0,8,0,2,1,1.0
17165,1,0.8075133411029406,57,0,0.5532140056352809,119156.44695310219,9,0,0,0,2.0
17166,0,0.1872893314080583,54,0,0.5308538021278956,70331.74094293642,4,0,0,0,0.0
17167,0,0.7403592731743911,43,0,0.7187817069204602,161257.24324491684,5,0,0,0,1.0
17168,0,0.21064803938492574,39,0,0.08121888997129133,117614.09025056528,2,0,1,0,1.0
17169,1,0.2907655434884256,56,1,1.8006565810420199,118377.38414299495,6,1,2,0,4.0
17170,0,0.352184929908461,62,1,0.5986934335399956,73149.93094000942,6,0,1,0,1.0
17171,1,0.7158898132107239,61,0,1.0536571918278541,51434.61119276172,6,0,2,0,1.0
17172,1,0.3557806332771091,47,0,0.4844695784856653,66964.11598379319,6,0,0,0,1.0
17173,1,0.8034403759622706,42,1,0.28791217065726016,31573.05216484059,6,0,0,0,1.0
17174,1,1.8290083387794356,50,0,0.4170474656773757,61408.95472938293,5,0,1,0,1.0
17175,1,0.6699483123113972,51,1,0.8870801184224598,37976.10766295411,5,0,0,2,
17176,0,0.07647762063964444,37,0,0.8485850674443762,38531.93118405525,6,0,0,0,1.0
17177,0,0.08550533175885663,39,1,0.8597343563769101,90586.76194650274,8,0,1,0,2.0
17178,0,0.3974388978463171,75,0,0.11570383370837907,113974.14651799561,2,0,1,0,0.0
17179,0,0.23982174027128186,37,1,0.39178338605257235,83492.6251935955,4,0,0,0,2.0
17180,0,0.14871019816970082,52,0,0.14766626097643257,64580.334664218215,2,0,0,1,2.0
17181,0,0.1995206611917011,35,0,0.2636295205064149,50459.45950431564,6,0,0,0,0.0
17182,1,0.12418266020674118,40,0,0.10921054956153814,71363.64565755414,6,0,0,2,
17183,1,0.6932645004433938,30,1,1.3595272393412823,54056.08119718554,2,0,1,0,2.0
17184,0,0.30766197151308916,30,0,0.6598196812575017,,6,0,0,0,1.0
17185,1,0.12408048222932913,49,0,0.8910617073588883,,6,0,1,0,2.0
17186,0,0.5897320324732948,47,0,0.6274384146942416,124956.96387622163,9,0,0,0,
17187,1,0.4888315254967365,64,1,0.5584910023370487,62201.40599284485,7,0,0,0,
17188,0,0.38851584887336316,42,0,1.3193621633954484,104499.8897283437,10,0,1,0,3.0
17189,0,0.03847157263870832,43,0,0.14262564661889632,138409.51884704028,3,0,0,0,2.0
17190,1,0.27462138111884593,41,2,0.4699098163881711,101755.5843720347,4,0,0,1,2.0
17191,1,0.6761345777641364,30,0,0.13853727038322527,131863.12533155037,4,0,0,0,0.0
17192,1,0.6800828595988846,49,0,0.8005792948885173,27264.708213442562,5,0,0,0,3.0
17193,0,0.5287379210013398,39,0,0.9630000151458801,64791.44389485584,5,0,1,0,0.0
17194,0,0.1077457163416407,24,0,0.3897888358093659,155856.6832310698,11,0,0,0,1.0
17195,0,0.6897585904513578,55,1,0.19695273685551318,112428.89384378649,5,0,0,1,2.0
17196,0,0.14191438870552525,35,0,0.5813526411173472,234838.84596976315,2,0,0,0,1.0
17197,0,0.577668504979662,45,0,0.14809934062026694,216947.1954524034,7,0,1,0,1.0
17198,0,0.42869049045761737,46,0,0.1838679322643895,100185.19216703696,3,0,0,0,1.0
17199,1,0.639386714052863,44,0,0.5080108036799397,73969.76884643694,0,0,1,0,3.0
17200,1,0.48667291269986424,29,0,1.0401417036400367,50154.25863912455,6,0,0,0,1.0
17201,0,0.02414560462689192,58,1,0.37270505091434164,65401.81497395915,9,0,0,3,0.0
17202,1,0.20286124804958175,33,0,0.5164670567926196,67877.79264499538,3,0,0,1,0.0
17203,0,0.4207720625284958,21,0,0.17352694704749047,61310.90147412434,6,0,0,0,0.0
17204,1,0.29034722445334293,52,0,0.41064916084218905,51272.72630165253,5,1,0,0,3.0
17205,0,0.05892558539514213,51,0,0.25034572123013304,105965.31717983485,5,1,1,0,2.0
17206,0,0.6242926780576178,27,0,0.37763968106798923,216025.51895070367,8,0,1,0,2.0
17207,0,0.34748575429858064,41,0,0.24433906952885823,141958.66782042192,10,0,0,0,2.0
